"Site","sampleID","extinc","date","LUtype","Chamber","DateField","DateLab1","DateLab2Inc","DateIncGuess","IncBlank","ExtractionSoilWeight","ExtractantVol","SoilWetWeight_DarroMinusBaggie","SoilDryWeight_TownMinusPapBag","CENAnitrppm","CENAammppm","CENAnitrppmBnks","CENAammppmBnks","CENAnitrppmBnkCor","CENAammppmBnkCor","MBLnitrppm","MBLammppm","NotesN","DiscardN","BulkDensity_gcm3_use","BulkDensity_gcm3_uncertainty_use","SampleSoilWater_g","SampleSoilWater_L","TotalExtractantVol_L","NO3_N_mgN","NH4_N_mgN","NO3_N_NH4_N_mgN","ExtractionSoilWeight_DryEquiv","NO3_N_mgNg","NH4_N_mgNg","NO3_N_NH4_N_mgNg","IncubationDays","BDCoreDepth","extlazytest","easycallname","NO3_N_mgNg_FinalMinusInitial_perDay","NH4_N_mgNg_FinalMinusInitial_perDay","NO3_N_NH4_N_mgNg_FinalMinusInitial_perDay","NO3_N_mgNg_FinalMinusInitial_perDay_AreaBasis","NH4_N_mgNg_FinalMinusInitial_perDay_AreaBasis","NO3_N_NH4_N_mgNg_FinalMinusInitial_perDay_AreaBasis","easycallname_TMDS_Soil"
"F1","extr F148C_25032014","ext","3/25/14","F","C","3/25/14",2014-03-25,NA,NA,NA,9.55,50,111.59,87.69,0.1983,0.242,NA,NA,0,0.22,NA,NA,"","",1.22125,0.129164838696743,2.04538937180751,0.00204538937180751,0.0520453893718075,0,0.0114499856617977,0.0114499856617977,7.50461062819249,0,0.00152572681369818,0.00152572681369818,NA,10,"48","F1_C_3/25/14_48","0.00402741312572811","0.000310679171784823","0.00433809229751293","491.847827979546","37.9416938542215","529.789521833767","F1_C_3/25/14"
"F1","extr F1D_25032014","ext","3/25/14","F","D","3/25/14",2014-03-25,NA,NA,NA,9.65,50,156.73,123.99,0.1507,0.177,NA,NA,0,0.155,NA,NA,"","",1.22125,0.129164838696743,2.01582977094366,0.00201582977094366,0.0520158297709437,0,0.00806245361449627,0.00806245361449627,7.63417022905634,0,0.00105610084299795,0.00105610084299795,NA,10,"24","F1_D_3/25/14_24","0.00474582763682767","0.000266308076270738","0.0050121357130984","579.584200147579","32.5228738145639","612.107073962143","F1_D_3/25/14"
"F1","incub F1A_11022014","inc","2/11/14","F","A","2/11/14",2014-02-11,2014-02-18,"Y","2/18/14",10.47,50,140.27,108.89,1.3034,0.6207661,-0.469,0.106022,1.7724,0.512659967,NA,NA,"","",1.22125,0.129164838696743,2.34225850146147,0.00234225850146147,0.0523422585014615,0.0927714189679903,0.0268337805160647,0.119605199484055,8.12774149853853,0.0114141694817277,0.0033015051623984,0.0147156746441261,7,10,"24","F1_A_2/11/14_24","0.0130957264770086","-0.000244917575959562","0.0128508089010491","1599.31559600468","-29.9105589640615","1569.40503704062","F1_A_2/11/14"
"F1","incub F1D_25032014","inc","3/25/14","F","D","3/25/14",2014-03-25,2014-04-02,"Y","4/2/14",9.72,50,156.73,123.99,0.8456,0.2460696,NA,NA,0.7297,0.195902933,NA,NA,"","",1.22125,0.129164838696743,2.03045237031838,0.00203045237031838,0.0520304523703184,0.0379666210946213,0.0101929182246622,0.0481595393192835,7.68954762968162,0.00493743233321949,0.00132555498912804,0.00626298732234753,8,10,"24","F1_D_3/25/14_24","0.00474582763682767","0.000266308076270738","0.0050121357130984","579.584200147579","32.5228738145639","612.107073962143","F1_D_3/25/14"
"F1","extr F1E_11022014","ext","2/11/14","F","E","2/11/14",2014-02-11,NA,NA,NA,10.59,50,142.86,101.89,0.0563,0.5006284,NA,NA,0,0.438022867,NA,NA,"","",1.22125,0.129164838696743,3.03704535909282,0.00303704535909282,0.0530370453590928,0,0.0232314386653989,0.0232314386653989,7.55295464090718,0,0.00307580804730062,0.00307580804730062,NA,10,"24","F1_E_2/11/14_24","0.00940956312372753","-0.00227853200551213","0.00713103111821539","1149.14289648522","-278.265721173169","870.877175312055","F1_E_2/11/14"
"F1","incub F1E_11022014","inc","2/11/14","F","E","2/11/14",2014-02-11,2014-02-18,"Y","2/18/14",9.79,50,142.86,101.89,0.7783,0.2459975,NA,NA,1.2473,0.137891367,NA,NA,"","",1.22125,0.129164838696743,2.80761794764105,0.00280761794764105,0.0528076179476411,0.0658669418660927,0.00728171462681396,0.0731486564929066,6.98238205235895,0.00943330533508117,0.0010428696929229,0.0104761750280041,7,10,"24","F1_E_2/11/14_24","0.00940956312372753","-0.00227853200551213","0.00713103111821539","1149.14289648522","-278.265721173169","870.877175312055","F1_E_2/11/14"
"F1","incub F148C_25032014","inc","3/25/14","F","C","3/25/14",2014-03-25,2014-04-02,"Y","4/2/14",9.81,50,111.59,87.69,0.7343,0.3176356,NA,NA,0.6184,0.267468933,NA,NA,"","",1.22125,0.129164838696743,2.10107536517609,0.00210107536517609,0.0521010753651761,0.0322193050058249,0.0139354190360762,0.0461547240419011,7.70892463482391,0.00417948112506886,0.00180769947770991,0.00598718060277877,8,10,"48","F1_C_3/25/14_48","0.00402741312572811","0.000310679171784823","0.00433809229751293","491.847827979546","37.9416938542215","529.789521833767","F1_C_3/25/14"
"F1","extr F1D_11022014","ext","2/11/14","F","D","2/11/14",2014-02-11,NA,NA,NA,9.72,50,124.57,95.99,0.15005,0.4840768,NA,NA,0.05855,0.421471267,NA,NA,"","",1.22125,0.129164838696743,2.23005217949747,0.00223005217949747,0.0522300521794975,0.00305806955510958,0.0220134662675689,0.0250715358226785,7.48994782050253,0.000408289834374894,0.0029390680409429,0.00334735787531779,NA,10,"24","F1_D_2/11/14_24","0.0106036281649331","-0.00215853871151159","0.0084450894534215","1294.96808964245","-263.611540143353","1031.3565494991","F1_D_2/11/14"
"F1","incub F1A_25032014","inc","3/25/14","F","A","3/25/14",2014-03-25,2014-04-02,"Y","4/2/14",10.47,50,119.54,94.79,1.12385,0.2545,0.1368,0.05,1.00795,0.204333333,NA,NA,"","",1.22125,0.129164838696743,2.16774719759076,0.00216774719759076,0.0521677471975908,0.0525824807878116,0.0106596096599851,0.0632420904477967,8.30225280240924,0.0063335195927246,0.00128394183045014,0.00761746142317474,8,10,"24","F1_A_3/25/14_24","0.00657281009847645","-0.000131971592924311","0.00644083850555214","802.704433276437","-16.1170307858815","786.587402490555","F1_A_3/25/14"
"F1","extr F1A_25032014","ext","3/25/14","F","A","3/25/14",2014-03-25,NA,NA,NA,9.99,50,119.54,94.79,0.1507,0.247,0.1983,0.017,0,0.225,NA,NA,"","",1.22125,0.129164838696743,2.06836623724276,0.00206836623724276,0.0520683662372428,0,0.0117153824033796,0.0117153824033796,7.92163376275724,0,0.00147890987569487,0.00147890987569487,NA,10,"24","F1_A_3/25/14_24","0.00657281009847645","-0.000131971592924311","0.00644083850555214","802.704433276437","-16.1170307858815","786.587402490555","F1_A_3/25/14"
"F1","incub F1C_25032014","inc","3/25/14","F","C","3/25/14",2014-03-25,2014-04-02,"Y","4/2/14",9.64,50,111.59,87.69,0.7714,0.2256272,NA,NA,0.6555,0.175460533,NA,NA,"","",1.22125,0.129164838696743,2.06466529258894,0.00206466529258894,0.0520646652925889,0.0341283880992921,0.00913529392270426,0.0432636820219963,7.57533470741106,0.00450519870308882,0.00120592611093039,0.00571112481401922,8,10,"24","F1_C_3/25/14_24","0.00411095860852227","0.000184003510433919","0.00429496211895619","502.050820065782","22.4714287117423","524.522248777525","F1_C_3/25/14"
"F1","incub F1B_25032014","inc","3/25/14","F","B","3/25/14",2014-03-25,2014-04-02,"Y","4/2/14",9.97,50,128,95.99,1.42065,0.338782,0.095,0.0485,1.30475,0.288615333,NA,NA,"","",1.22125,0.129164838696743,2.49327890625,0.00249327890625,0.05249327890625,0.0684906056529297,0.0151503651717892,0.0836409708247189,7.47672109375,0.00916051365219212,0.00202633814767463,0.0111868517998668,8,10,"24","F1_B_3/25/14_24","0.00856132570661621","-0.000599041166026348","0.00796228454058986","1045.5519019205","-73.1579024009677","972.393999519537","F1_B_3/25/14"
"F1","incub F1D_11022014","inc","2/11/14","F","D","2/11/14",2014-02-11,2014-02-18,"Y","2/18/14",9.87,50,124.57,95.99,1.0097,0.2401977,NA,NA,1.4787,0.132091567,NA,NA,"","",1.22125,0.129164838696743,2.26446656498354,0.00226446656498354,0.0522644665649835,0.0772834667096412,0.00690369528698778,0.084187161996629,7.60553343501646,0.0101614787930354,0.000907720062764124,0.0110691988557995,7,10,"24","F1_D_2/11/14_24","0.0106036281649331","-0.00215853871151159","0.0084450894534215","1294.96808964245","-263.611540143353","1031.3565494991","F1_D_2/11/14"
"F1","incub F148A_25032014","inc","3/25/14","F","A","3/25/14",2014-03-25,2014-04-02,"Y","4/2/14",10.32,50,119.54,94.79,0.969143,0.3922508,0.1159,0.052,0.853243,0.342084133,NA,NA,"","",1.22125,0.129164838696743,2.13669064748201,0.00213669064748201,0.052136690647482,0.0444852663381295,0.0178351346176331,0.0623204009557626,8.18330935251799,0.00543609735643704,0.00217945257222193,0.00761554992865897,8,10,"48","F1_A_3/25/14_48","0.00556065829226619","5.74160290683044e-06","0.00556639989517302","679.095393943008","0.701193254996668","679.796587198005","F1_A_3/25/14"
"F1","incub F148B_25032014","inc","3/25/14","F","B","3/25/14",2014-03-25,2014-04-02,"Y","4/2/14",9.72,50,128,95.99,1.129786,0.5388676,NA,NA,1.013886,0.488700933,NA,NA,"","",1.22125,0.129164838696743,2.430759375,0.002430759375,0.052430759375,0.0531588128996813,0.025622961024461,0.0787817739241423,7.289240625,0.00729277789477299,0.00351517563250438,0.0108079535272774,8,10,"48","F1_B_3/25/14_48","0.00648864690859297","-0.000794132588543938","0.00569451432004903","792.426003711916","-96.9834423759285","695.442561335988","F1_B_3/25/14"
"F1","extr F148D_25032014","ext","3/25/14","F","D","3/25/14",2014-03-25,NA,NA,NA,10.05,50,156.73,123.99,0.1983,0.255,NA,NA,0,0.233,NA,NA,"","",1.22125,0.129164838696743,2.09938748165635,0.00209938748165635,0.0520993874816564,0,0.0121391572832259,0.0121391572832259,7.95061251834365,0,0.00152682038713602,0.00152682038713602,NA,10,"48","F1_D_3/25/14_48","0.0045059832157213","0.000665459054653078","0.00517144227037438","550.293200219964","81.2691870495072","631.562387269471","F1_D_3/25/14"
"F2","extr F2B_12022014","ext","2/12/14","F","B","2/12/14",2014-02-12,NA,NA,NA,10.19,50,147.4,116.79,0.1894,0.2018524,0.0215,0.036956,0.1679,0.167374633,NA,NA,"","",1.29363636363636,0.220617315730203,2.11611872455902,0.00211611872455902,0.052116118724559,0.00875029633385346,0.00872291624490749,0.017473212578761,8.07388127544098,0.00108377817747581,0.00108038698456475,0.00216416516204056,NA,10,"24","F2_B_2/12/14_24","0.00427256109772727","2.51548472314934e-05","0.00429771594495877","552.714040187808","3.25412251003773","555.968162697846","F2_B_2/12/14"
"F2","incub F2B_05022014","inc","2/5/14","F","B","2/5/14",2014-02-05,2014-02-12,"Y","2/12/14",10.12,50,163.79,135.29,1.2055,0.374284,0.0215,0.036956,1.184,0.339806233,NA,NA,"","",1.29363636363636,0.220617315730203,1.76091336467428,0.00176091336467428,0.0517609133646743,0.0612849214237743,0.0175886809870893,0.0788736024108637,8.35908663532572,0.00733153322813795,0.00210413909490531,0.00943567232304325,7,10,"24","F2_B_2/5/14_24","0.00875498877482491","-0.000874501885370305","0.0078804868894546","1132.57718423416","-113.128743898358","1019.44844033581","F2_B_2/5/14"
"F2","extr F2B_20032014","ext","3/20/14","F","B","3/20/14",2014-03-20,NA,NA,NA,10.2,50,117.08,97.79,0.1677,0.728,0.2459,0.015,0,0.713,0.007,1.11,"","",1.29363636363636,0.220617315730203,1.68054321831226,0.00168054321831226,0.0516805432183123,0,0.0368482273146566,0.0368482273146566,8.51945678168773,0,0.00432518507445928,0.00432518507445928,NA,10,"24","F2_B_3/20/14_24","NA","NA","NA","NA","NA","NA","F2_B_3/20/14"
"F2","extr F2A_20032014","ext","3/20/14","F","A","3/20/14",2014-03-20,NA,NA,NA,10.35,50,159.17,131.79,0.1677,0.577,0.3015,0.016,0,0.562,0.091,0.936,"","",1.29363636363636,0.220617315730203,1.78037946849281,0.00178037946849281,0.0517803794684928,0,0.029100573261293,0.029100573261293,8.56962053150719,0,0.00339578318016549,0.00339578318016549,NA,10,"24","F2_A_3/20/14_24","NA","NA","NA","NA","NA","NA","F2_A_3/20/14"
"F2","incub F2E_06032014","inc","3/6/14","F","E","3/6/14",2014-03-07,2014-03-19,"N","3/19/14",10.06,50,419.61,340.35,2.49655,0.6201092,NA,NA,2.4246,0.4721092,NA,NA,"","",1.29363636363636,0.220617315730203,1.90023021376993,0.00190023021376993,0.0519002302137699,0.125837298176307,0.0245025761660388,0.150339874342345,8.15976978623007,0.0154216726051098,0.00300285140487515,0.0184245240099849,12,10,"24","F2_E_3/6/14_24","0.0104679204304622","-0.0018854549930627","0.00858246543739951","1354.16825204979","-243.909314102565","1110.25893794722","F2_E_3/6/14"
"F2","extr F2E_25022014","ext","2/25/14","F","E","2/25/14",2014-02-25,NA,NA,NA,9.61,50,157.39,112.59,-0.0103,0.1625547,NA,NA,0.0427,0.12583305,NA,NA,"","",1.29363636363636,0.220617315730203,2.73542156426711,0.00273542156426711,0.0527354215642671,0.00225180250079421,0.0066358589384675,0.00888766143926171,6.87457843573289,0.000327554994367323,0.000965275034753467,0.00129283002912079,NA,10,"24","F2_E_2/25/14_24","0.00915904900946693","5.16299257104962e-05","0.00921067893517743","1184.8478854974","6.67903493509417","1191.52692043249","F2_E_2/25/14"
"F2","extr F2A_12022014","ext","2/12/14","F","A","2/12/14",2014-02-12,NA,NA,NA,9.42,50,135.65,106.49,0.0872,0.1902209,0.0215,0.0408389,0.0657,0.155743133,NA,NA,"","",1.29363636363636,0.220617315730203,2.0249701437523,0.0020249701437523,0.0520249701437523,0.00341804053844453,0.00810253184441945,0.011520572382864,7.3950298562477,0.000462207807796312,0.00109567263444839,0.00155788044224471,NA,10,"24","F2_A_2/12/14_24","0.00331835768951345","0.000218601625433786","0.00353695931494724","429.274817470694","28.279101181116","457.55391865181","F2_A_2/12/14"
"F2","extr F2E_20022014","ext","2/20/14","F","E","2/20/14",2014-02-20,NA,NA,NA,10.11,50,141.27,98.29,0.1108,0.6085894,NA,NA,0.1131,0.583865467,NA,NA,"","",1.29363636363636,0.220617315730203,3.07586748778934,0.00307586748778934,0.0530758674877893,0.00600288061286897,0.0309891661571882,0.0369920467700572,7.03413251221066,0.000853393165745525,0.00440554199162351,0.00525893515736904,NA,10,"24","F2_E_2/20/14_24","0.0146554545239495","-0.00141399379327895","0.0132414607306705","1895.88288978","-182.919378894177","1712.96351088583","F2_E_2/20/14"
"F2","incub F2C_03042014","inc","4/3/14","F","C","4/3/14",2014-04-03,2014-04-07,"Y","4/7/14",9.84,50,143.7,113.19,0.8893,0.2459816,-0.0089,0.108,0.8982,0.1389816,NA,NA,"","",1.29363636363636,0.220617315730203,2.08920250521921,0.00208920250521921,0.0520892025052192,0.0467865216901879,0.00723944070689937,0.0540259623970873,7.75079749478079,0.00603634938491076,0.000934025267951362,0.00697037465286212,4,10,"24","F2_C_4/3/14_24","0.011696630422547","-0.00669266230813946","0.00500396811440751","1513.11864466221","-865.787133134766","647.331511527443","F2_C_4/3/14"
"F2","extr F2D_20022014","ext","2/20/14","F","D","2/20/14",2014-02-20,NA,NA,NA,10.04,50,178.85,112.19,0.0064,0.212955,NA,NA,0.0087,0.188231067,NA,NA,"","",1.29363636363636,0.220617315730203,3.74205423539279,0.00374205423539279,0.0537420542353928,0.000467555871847917,0.0101159242114999,0.0105834800833478,6.29794576460721,7.42394249368512e-05,0.0016062259964747,0.00168046542141155,NA,10,"24","F2_D_2/20/14_24","0.00877823129682379","0.000984462690091621","0.00976269398691541","1135.5839213982","127.353673454579","1262.93759485278","F2_D_2/20/14"
"F2","incub F2B_03042014","inc","4/3/14","F","B","4/3/14",2014-04-03,2014-04-07,"Y","4/7/14",9.79,50,111.06,88.99,0.9692,0.2692928,-0.0089,0.11,0.9781,0.1622928,NA,NA,"","",1.29363636363636,0.220617315730203,1.94548262200612,0.00194548262200612,0.0519454826220061,0.0508078765525842,0.00843037782207672,0.0592382543746609,7.84451737799388,0.00647686455448679,0.00107468406478725,0.00755154861927405,4,10,"24","F2_B_4/3/14_24","0.011716869216212","-0.0102483360541153","0.00146853316209671","1515.73680860632","-1325.76201863691","189.974789969419","F2_B_4/3/14"
"F2","extr F2D_03042014","ext","4/3/14","F","D","4/3/14",2014-04-03,NA,NA,NA,9.67,50,129.28,104.29,0.1464,0.446,NA,NA,0.1691,0.408,NA,NA,"","",1.29363636363636,0.220617315730203,1.86922416460396,0.00186922416460396,0.051869224164604,0.00877108580623453,0.0211626434591584,0.0299337292653929,7.80077583539604,0.00112438634198867,0.00271288957735881,0.00383727591934748,NA,10,"24","F2_D_4/3/14_24","0.011550157316619","-0.00293381872453991","0.00861633859207906","1494.17035104989","-379.529458638208","1114.64089241168","F2_D_4/3/14"
"F2","incub F2A_03042014","inc","4/3/14","F","A","4/3/14",2014-04-03,2014-04-07,"Y","4/7/14",10.01,50,115.19,92.09,0.84935,0.2479352,-0.0089,0.103,0.85825,0.1409352,NA,NA,"","",1.29363636363636,0.220617315730203,2.00738779407935,0.00200738779407935,0.0520073877940793,0.0446353405742686,0.00732967160023613,0.0519650121745047,8.00261220592065,0.0055775963430098,0.000915909881877488,0.00649350622488728,4,10,"24","F2_A_4/3/14_24","0.00935879426501866","-0.00362225142887577","0.00573654283614289","1210.68765810196","-468.587616662746","742.10004143921","F2_A_4/3/14"
"F2","incub F2A_05022014","inc","2/5/14","F","A","2/5/14",2014-02-05,2014-02-12,"Y","2/12/14",10.1,50,183.1,149.79,1.04085,0.2715561,0.0215,0.0408389,1.01935,0.237078333,NA,NA,"","",1.29363636363636,0.220617315730203,1.83741671217914,0.00183741671217914,0.0518374167121791,0.0528404707255598,0.0122895283411498,0.0651299990667096,8.26258328782086,0.00639515135701533,0.00148737119046832,0.00788252254748365,7,10,"24","F2_A_2/5/14_24","0.00754863867507997","-0.00101612880596499","0.00653250986911498","976.519348603524","-131.450117353471","845.069231250053","F2_A_2/5/14"
"F2","extr F2B_06032014","ext","3/6/14","F","B","3/6/14",2014-03-07,NA,NA,NA,10.31,50,367.81,295.15,0.16,0.692,0.1258,0.14,0.072675,0.5685,NA,NA,"","",1.29363636363636,0.220617315730203,2.03671623936272,0.00203671623936272,0.0520367162393627,0.00378176835269569,0.0295828731820777,0.0333646415347734,8.27328376063728,0.000457106085335623,0.00357571117321364,0.00403281725854926,NA,10,"24","F2_B_3/6/14_24","0.00738872872846148","-0.000750108880094342","0.00663861984836714","955.832816418241","-97.0368123976587","858.796004020583","F2_B_3/6/14"
"F2","incub F2E_05022014","inc","2/5/14","F","E","2/5/14",2014-02-05,2014-02-12,"Y","2/12/14",10.23,50,174.66,144.29,1.3568,0.26139,NA,NA,1.3353,0.226912233,NA,NA,"","",1.29363636363636,0.220617315730203,1.77879938165579,0.00177879938165579,0.0517787993816558,0.069140230814325,0.0117492429897505,0.0808894738040755,8.45120061834421,0.00818111342242295,0.00139024542433031,0.00957135884675326,7,10,"24","F2_E_2/5/14_24","0.00987717583061785","-0.000335099152691427","0.00954207667792643","1277.74738245174","-43.3496449345363","1234.39773751721","F2_E_2/5/14"
"F2","extr F2B_20022014","ext","2/20/14","F","B","2/20/14",2014-02-20,NA,NA,NA,9.86,50,138.06,99.29,0.0064,0.3590518,-0.0023,0.0244946,0.0087,0.334327867,NA,NA,"","",1.29363636363636,0.220617315730203,2.76888454295234,0.00276888454295234,0.0527688845429523,0.000459089295523685,0.0176421086132145,0.0181011979087382,7.09111545704766,6.47414780233778e-05,0.00248791727057279,0.00255265874859617,NA,10,"24","F2_B_2/20/14_24","0.0105407979558139","-0.000264089207186855","0.0102767087486271","1363.59595373847","-34.1635401660812","1329.43241357239","F2_B_2/20/14"
"F2","incub F2B_06032014","inc","3/6/14","F","B","3/6/14",2014-03-07,2014-03-19,"N","3/19/14",10.49,50,367.81,295.15,1.8473,0.54325,0.09505,0.168,1.77535,0.39525,2.201277279,0.828,"","",1.29363636363636,0.220617315730203,2.07227481580164,0.00207227481580164,0.0520722748158016,0.0924465130942334,0.0205815666209456,0.113028079715179,8.41772518419836,0.010982362939072,0.0024450271505158,0.0134273900895878,12,10,"24","F2_B_3/6/14_24","0.00738872872846148","-0.000750108880094342","0.00663861984836714","955.832816418241","-97.0368123976587","858.796004020583","F2_B_3/6/14"
"F2","extr F2A_06032014","ext","3/6/14","F","A","3/6/14",2014-03-07,NA,NA,NA,10.53,50,462.41,383.35,0.28825,0.332,0.04885,0.107,0.200925,0.2085,NA,NA,"","",1.29363636363636,0.220617315730203,1.80035423109362,0.00180035423109362,0.0518003542310936,0.0104079861738825,0.010800373857183,0.0212083600310655,8.72964576890638,0.00119225756112053,0.00123720642773986,0.00242946398886039,NA,10,"24","F2_A_3/6/14_24","0.00598786560648288","-0.000160714124237106","0.00582715148224578","774.612068911374","-20.7905635263091","753.821505385065","F2_A_3/6/14"
