"sitehere","SampleDate","Site","LUtype","meanfluxN2Ol","sdfluxN2Ol","meanR2N2Ol","sdR2N2Ol","meanfluxCO2l","sdfluxCO2l","meanR2CO2l","sdR2CO2l","meanfluxN2Oq","sdfluxN2Oq","meanR2N2Oq","sdR2N2Oq","meanfluxCO2q","sdfluxCO2q","meanR2CO2q","sdR2CO2q"
"F3_2013.06.14","2013.06.14","F3","F",0.143003335837808,0.320053436979528,0.0759815700642368,0.0975240296731348,4.3986433910674,1.20375233668714,0.898005980543637,0.101279130666024,-0.0253616682393342,2.34153059672744,0.459678622951125,0.442807856351151,7.6090061400473,1.60894049061732,0.965465887762372,0.0426661197773665
"S2_2013.06.18","2013.06.18","S2","S",-0.128266799284545,0.595388304603099,0.429801431195488,0.349076898760365,1.37788570372349,0.341909189869165,0.809111804368827,0.144621367857393,-0.220935202920495,0.858312921653995,0.632731549291453,0.348206646957044,1.32401316817706,1.39010248939827,0.860347543822629,0.150822669933204
"M2_2013.06.18","2013.06.18","M2","M",-0.258579167775286,0.366242437392415,0.200354714704886,0.360623452133194,0.732090762276255,0.448114059018283,0.466038802143282,0.372970841325598,-0.832814375639442,0.58069705598392,0.414028481563373,0.392708131400696,1.36928625866857,1.97708346245862,0.828366317923841,0.241692856482672
"F2_2013.07.17","2013.07.17","F2","F",0.0839811462485092,0.45210909756692,0.364315954966784,0.352643578013752,3.15684726835766,2.69130518653951,0.676245930977786,0.39142518138643,0.271753020552044,1.88507125321062,0.885599194367091,0.0866028155467526,-0.0934734959330046,8.21738074140006,0.892306403289946,0.104211692080807
"M1_2013.07.17","2013.07.17","M1","M",-0.226219283967542,1.05457973771334,0.412053624082323,0.375416004092091,1.02188378425723,0.767618573120384,0.638218165392992,0.369116522618684,-1.15113099726749,3.37129423817124,0.861491739485191,0.0624732803697202,0.961801222101875,1.5485807824997,0.775092447748263,0.286938835215343
"F2_2013.06.20","2013.06.20","F2","F",0.1038750186542,1.05526841616886,0.457088092138531,0.346470645814561,4.39010471176741,1.0910148025727,0.948104636761757,0.0403126858285082,0.9780998308089,1.89582717297017,0.772595644193554,0.432253416620265,6.78292700509703,1.48587158500896,0.988465844910446,0.0119876773387009
"S1_2013.06.20","2013.06.20","S1","S",0.372134614748108,1.46381544675768,0.34012584551094,0.392394234169013,3.18056779215247,0.787624021715675,0.920326311855838,0.10373539729398,0.643458614996198,2.68057778452154,0.5517924117979,0.438273598014208,3.61508585564284,1.22067190833697,0.969833539716502,0.0230091468134762
"M1_2013.06.20","2013.06.20","M1","M",0.230724786291564,0.860220738393441,0.528134001519135,0.280401851474755,1.33921819291768,0.529192599572742,0.637695489147811,0.232352355363945,-0.197008058421908,0.856659184730692,0.587991578035752,0.307088254570464,1.83848581933876,2.53468194881105,0.806637735212088,0.202192829143027
"M1_2013.07.04","2013.07.04","M1","M",0.360444011756289,0.165545427358744,0.239297950170113,0.185998790270219,1.45048920307258,0.412129680965052,0.859805934431526,0.0871402309041179,2.05118248001637,1.28795939855787,0.608193390405952,0.134069302496976,2.26739881154835,1.94414395185603,0.921218157073444,0.0552298687838674
"S1_2013.07.04","2013.07.04","S1","S",0.00737958231719513,0.372286356008166,0.209979572626669,0.194983363397688,1.90924382328268,0.987965696287852,0.830386949227112,0.175574490747258,1.01553951356011,1.07062678054624,0.734554876863622,0.116042301408646,3.38483237639726,0.508208320204645,0.944566837333499,0.109859348848326
"F2_2013.07.04","2013.07.04","F2","F",0.212504395783519,0.860436361791167,0.413905561499609,0.304092921366245,5.44691599315395,0.938045245532715,0.858697004938904,0.249785397483213,-0.379716933368526,1.82409526696336,0.895510056215298,0.0711173093502849,3.99952465851327,5.71803909475251,0.90026631170979,0.177752014642188
"S1_2013.07.17","2013.07.17","S1","S",-0.154025801745033,0.813447036213902,0.479267857626463,0.254202282043653,2.37074678589554,0.796516711664095,0.882444663046199,0.17575164809159,-0.466804539815503,1.98325599375699,0.597301054299499,0.201815356079543,2.64901645417466,2.74802398262699,0.935747789282127,0.107923147536381
"M3_2013.12.18","2013.12.18","M3","M",-2.08685523543256,4.06567307779763,0.0779471066418205,0.0589583428444116,29.7883442743676,16.0278869185769,0.850826687073636,0.259265898695639,-13.4873273634399,37.5827716391191,0.608987757353158,0.37444070406036,18.0573097931885,45.1217172257015,0.90433035325287,0.191796979711564
"F2_2013.12.18","2013.12.18","F2","F",4.13198561934538,3.89484042105332,0.709386415492647,0.296441137504272,17.3047544595959,2.60086681012092,0.979659624527306,0.0321407349549828,3.56282956615297,5.61646035785061,0.754808799160438,0.282166840525526,21.9293505307519,5.79935243304268,0.989247654097186,0.0183120478018686
"M1_2013.12.19","2013.12.19","M1","M",-0.145739794766929,1.16342773553143,0.226527718587821,0.362272630831747,25.8802031425047,7.74382892126306,0.980493982769267,0.0292286166323345,1.35303552593034,2.92573629628381,0.622937882130187,0.36332065510903,27.4871998237151,5.99770484489062,0.993655894690152,0.00820392049878774
"S2_2013.12.19","2013.12.19","S2","S",0.411835166063051,1.43952341407114,0.534973325157143,0.413426351490334,14.7820952255598,5.07501362462963,0.977695916181505,0.0211066617357643,-0.682996408001736,3.62297787155632,0.788546728433033,0.322399158665541,18.8262838676683,6.21895991655664,0.995634856379822,0.00690559888383503
"M2_2013.12.17","2013.12.17","M2","M",-1.03488559322684,0.758293774933163,0.455954016769234,0.333475753399802,19.1207502215044,3.97858362770842,0.929273970008404,0.141639839131448,1.0416777689596,2.45464796309268,0.669980177249631,0.372330218487264,28.2464243650113,11.4986166733434,0.962826335961336,0.0819256714019317
"F3_2013.12.17","2013.12.17","F3","F",2.54998992685824,1.77535794957533,0.62537579259973,0.28079019612042,13.7328064888497,2.17528862433959,0.993328382147908,0.00981378203610038,3.27224294556745,4.08223290149811,0.890894021409727,0.109011202799599,15.4427313735587,4.50009698094721,0.998199807091138,0.00199638363265288
"F2_2013.12.17","2013.12.17","F2","F",1.43994125534704,0.93064305273658,0.65936466996304,0.422615934334604,14.9286047911507,2.2537222390992,0.997240471102724,0.00165205326848172,2.60973540786523,1.19031853895481,0.789777866091368,0.416131854072354,15.7072678558551,3.58477976619307,0.998723526164711,0.00170447605853837
"S1_2013.12.18","2013.12.18","S1","S",0.387768154114791,0.807398290788979,0.388571429006939,0.341709159672044,11.737675855192,2.13326748233647,0.996717323857899,0.00348851709261716,-0.0530358013357548,1.77103750134702,0.611282029832931,0.388791871079568,12.2800992875554,2.65730136912397,0.997892073618648,0.00321162668281578
"F2_2014.02.25","2014.02.25","F2","F",2.54835980265254,3.25686617103162,0.821819447419329,0.215063666470398,17.1256968473949,5.51689668707623,0.993313095975938,0.00380539304154944,2.03549630855201,3.76196785328488,0.901166504590738,0.137284878021568,21.4739324001511,7.97842678097214,0.998963462636207,0.000977895187007292
"SM_2014.02.20","2014.02.20","SM","S",0.481590341062705,0.638126470098557,0.673867835765617,0.368097565839951,7.64306751652371,2.78047259879287,0.948442331447767,0.0552617781450944,1.49088863401258,1.58350893423385,0.889597499597565,0.108234661221794,11.1930874317951,4.69757377308599,0.97306812229239,0.0468896634196204
"M3_2014.02.18","2014.02.18","M3","M",0.722784405591221,0.694815824961604,0.577135039462696,0.400482140031348,16.1923942334929,6.42125197639448,0.995560984498408,0.00540161656336097,0.694139191151744,0.63170363410461,0.804046471910462,0.251574358423386,18.0689446156364,7.2139417519568,0.997258745340601,0.00470853176193839
"M3_2014.02.14","2014.02.14","M3","M",1.3259750408976,1.29663065795789,0.755632592117148,0.407465961678651,11.3699029756643,7.11935279075606,0.981222881789684,0.0181745148628547,2.01983822347273,1.66790143703447,0.936261098048441,0.0538883298234356,15.473424631125,8.53192394267019,0.998331419320974,0.00202499646431041
"SM_2014.02.14","2014.02.14","SM","S",5.64365926173121,4.67363451612354,0.662712356324344,0.437403692856643,17.8289234751785,8.71646925858532,0.943553285063552,0.0915865260976629,9.41956848540431,4.54155636886082,0.796543340683598,0.279984196359239,23.4992622741251,5.31364732593402,0.991695236690216,0.0168357833734059
"SD_2014.02.12","2014.02.12","SD","S",-0.139645420392474,0.163594921988513,0.128714805116759,0.0932786229317336,50.0096249546381,31.6951607467994,0.97637579411754,0.0137356895064825,-0.159674691426333,1.25379737677095,0.481669151088906,0.251725951408521,68.8371271524634,45.8740494198692,0.988165756502127,0.0180170186997948
"F2_2014.02.12","2014.02.12","F2","F",1.01100484596232,0.789048691213238,0.735389525778777,0.405755307899622,14.1618874941816,4.85151514503347,0.942647562144651,0.071532169343473,0.865307468020634,1.15400846912735,0.799399894289281,0.410486293839965,11.7739851315121,10.9298925817187,0.972743136011674,0.0226917988970922
"S3_2014.02.06","2014.02.06","S3","S",3.19161449446337,3.36426456688185,0.955576191955611,0.0435969740569755,8.37801409934258,1.89723665254206,0.984928804426517,0.0166033735648333,3.22285918688529,2.22571421224766,0.994644671684712,0.00636175232580816,10.2210760092146,3.75823875864233,0.995221735282074,0.00548617712392025
"M2_2014.02.06","2014.02.06","M2","M",-0.0492062645626026,0.551907110264877,0.425965704157511,0.381863134599162,21.3706048843067,18.2096855133766,0.984396509688361,0.0166001218959121,-0.0237206021867688,1.7587056861856,0.798299521424419,0.235338813250314,22.2394363808344,18.4466478492181,0.993661481148847,0.00718761775571444
"F1_2014.02.06","2014.02.06","F1","F",-0.0614991443834231,0.651657580662978,0.349807068397135,0.452462477194204,8.43949095278319,1.983851930713,0.965020602733487,0.0298773547807344,-1.95671514977221,6.16319848918349,0.530956348922894,0.421026025399561,9.90327343916558,3.42884706897217,0.97712075300333,0.0295078772900821
"F2_2014.02.05","2014.02.05","F2","F",1.98974748681475,1.2132461853494,0.832885224079981,0.172904077807036,15.0074596498832,2.88453913686798,0.978820298422212,0.0270279458972961,2.85190816135945,1.98994167294656,0.93389319340079,0.0656264721903836,20.6883800264719,2.69944585988129,0.998007878298043,0.00196629974968768
"M3_2014.02.25","2014.02.25","M3","M",0.182052078711245,0.216036940746368,0.264607484135152,0.341291041755711,5.51756442386789,2.54696622003311,0.935087013099032,0.0647605515119262,0.510620905783965,0.534400731875865,0.554872408628554,0.336005234046712,9.10329329563585,3.56615921101309,0.983307365723056,0.0334274113632178
"SM_2014.02.24","2014.02.24","SM","S",1.10452935068804,0.753007984458179,0.731835085885557,0.340666099002167,8.56465400028135,1.51294332912053,0.980621479137377,0.0110990228171728,1.7433416872026,1.29459315146167,0.919065858699561,0.102041781538322,11.7852811337644,2.86497764406977,0.995347427677778,0.0054608087004721
"M3_2014.02.21","2014.02.21","M3","M",1.14790613249596,0.752340413878063,0.820807797481062,0.264419278661218,9.89778208021811,3.11306112723007,0.977560180224033,0.0163927635379587,0.922134101234633,0.797285346913133,0.900689949992511,0.145577095429933,13.8511905675851,3.41967538131586,0.997354526459617,0.00214785900442073
"F2_2014.02.20","2014.02.20","F2","F",1.04542162205991,0.821886308381693,0.727941331907583,0.400962890422867,16.2160422632745,1.29589712916223,0.988500187465439,0.00786922238086132,1.00691786479053,2.13169221491693,0.927316662173238,0.0808131556371221,20.0423287106455,3.69920862182199,0.997032298786455,0.00294996201456523
"SM_2014.02.12","2014.02.12","SM","S",8.28816143817015,7.76036756142231,0.962794795985388,0.0468885171056207,20.3314888647106,10.033361402043,0.970545986212336,0.0321475525740978,10.9605376703531,11.8391715975583,0.969794699116033,0.0496139678883962,24.0824590692682,15.1063801458755,0.992487055272491,0.0101202159459361
"F1_2014.02.11","2014.02.11","F1","F",0.541849966315198,0.443609165478887,0.571561237878267,0.401495577497591,14.3750186458786,4.07914012213608,0.963227370982201,0.0699779005388077,1.62542867067362,0.809557384387612,0.866822719431931,0.0613506318851106,17.3858644733796,5.56377560044827,0.992161607237124,0.0102875595512276
"M3_2014.02.11","2014.02.11","M3","M",2.6216219956483,2.67850786217755,0.856419082424302,0.256791408170965,8.66861845253247,3.14953267052447,0.994746103150514,0.00357291152498688,2.78250201491839,2.64737552441149,0.98530139064378,0.0186981274765636,8.32565129924453,2.44137130836729,0.995797143043711,0.00351104197951535
"M1_2014.02.11","2014.02.11","M1","M",0.231889479580866,0.26435905237802,0.550292481509976,0.311210229251869,20.7687532053889,13.0589780173902,0.992481301100835,0.0128220376350578,-0.663734891432543,1.5444453045131,0.770341185819365,0.279269010197887,21.2478790022811,12.2281268183422,0.999411287697662,0.0010452798653632
"S1_2014.01.30","2014.01.30","S1","S",0.532446493861899,0.996677269508181,0.570795269543232,0.38365026828624,34.2499690672531,26.9300918953737,0.997947316089206,0.00208677563487181,-0.0810115716109894,0.786854341580967,0.703207669540421,0.334371562638351,34.4350419897292,27.8420118441504,0.999443261673188,0.000591402301932968
"M3_2014.01.30","2014.01.30","M3","M",1.87454658853031,1.8886199633258,0.554726607509629,0.393222083557073,12.2225018687767,6.77399367222676,0.896001417098607,0.166075401416775,2.19195772688444,2.08581745230334,0.744348888653828,0.304556150128016,16.4255904500395,1.15331726401926,0.994701384939811,0.00890988832610163
"F3_2014.01.29","2014.01.29","F3","F",0.230802453775419,0.412611892459224,0.346199338386143,0.407218560081975,13.9720220292619,2.11108299794436,0.962699191592802,0.025972142557806,0.092840343933428,0.75997182263606,0.635887865983394,0.283905664814314,20.9781921239635,4.59232799156142,0.991046776223661,0.0149459078594692
"M1_2014.01.29","2014.01.29","M1","M",0.155843213192348,0.3893624803596,0.436862569516529,0.353663637987836,22.3816522878109,16.6114054418223,0.997673021789439,0.00211966698732123,0.370157806771418,1.04614143317755,0.889109847604946,0.125406146016648,23.979114199962,16.9952834170873,0.998749229716674,0.00208167855715511
"M2_2014.03.13","2014.03.13","M2","M",0.124257623835712,0.327522161249151,0.171346169884739,0.116982840165306,26.393007802347,13.0912369916574,0.980820936378988,0.0230569246157161,0.213922935384129,2.30837794767792,0.657197435217729,0.302554529776226,31.3769077210182,12.5373693651848,0.998791378426246,0.00137270145865281
"F2_2014.03.11","2014.03.11","F2","F",1.25428054297349,0.770823472061374,0.659103970047176,0.428327615083024,13.7032459878186,1.41346016135743,0.990537002739866,0.00344300270631773,1.28147366710583,0.562400727942783,0.786233855423476,0.258358451895827,13.2649438886657,5.08936536846004,0.996989474976714,0.00464217518534326
"M2_2014.03.10","2014.03.10","M2","M",0.286116710830124,0.67861042086971,0.548280025994798,0.313449640166623,18.9109439778504,5.34515653913302,0.979783319188674,0.011120217292786,0.47032105067572,1.07190393200761,0.649181071804545,0.354073276901085,24.8263946979224,7.69480253563243,0.990403505135694,0.011935706551531
"SM_2014.03.10","2014.03.10","SM","S",0.422322325119643,0.349175017290366,0.493964637134773,0.398190712725241,15.2099506639712,5.42989627602634,0.93586616940957,0.123490114330369,-0.206553284906445,1.23707901261612,0.70201461933981,0.245318021644582,20.7969625921243,6.33510581701409,0.964171577552811,0.0722234943722476
"M1_2014.03.10","2014.03.10","M1","M",1.25317990924361,1.72223351035573,0.903064812965787,0.135329862666998,9.62007456742652,2.95892442588059,0.977705509921705,0.0252715990782784,1.02975585612871,2.72465505206866,0.948487946009113,0.0641887987355385,12.3080730507412,5.49752706919901,0.989380966876881,0.0145357855630324
"M1_2014.03.06","2014.03.06","M1","M",1.14766400686858,0.967863399404211,0.79046868009235,0.209971758228596,12.7200781395327,7.68383043274059,0.89186875689352,0.177560441589177,0.835136287261132,0.618968519806401,0.934653248876948,0.0530556396597094,17.2520091839817,4.34173845646732,0.994065153371233,0.0100732448586451
"M2_2014.03.06","2014.03.06","M2","M",0.563002295125467,0.444440109538557,0.560014373351503,0.13845373821899,18.049939526816,5.72370060050373,0.995193420690606,0.00664176775262278,0.552265545686231,1.2900517420342,0.815915955411779,0.156358047791552,20.8766498324562,9.13526966320742,0.999297884275294,0.000810250648409668
"SM_2014.03.06","2014.03.06","SM","S",0.479072830389327,0.420789921082578,0.36679557134405,0.394793489124432,18.8199881175975,8.21098854211762,0.983185524506712,0.0222190825430679,0.54144823189337,2.22686928178952,0.797839428256128,0.296364868663593,23.1067071250576,8.53392678464512,0.996844383676149,0.00277776681552548
"F2_2014.03.06","2014.03.06","F2","F",1.76065338480891,1.27174248591094,0.888894971392916,0.179329506856431,15.4002194590574,1.48626763116742,0.98262105291758,0.0186709342202867,1.43836498389309,0.918708386958194,0.977744792696678,0.0406648312083169,20.3028338937452,4.66203230225965,0.997415409008987,0.00250283665775316
"M1_2014.03.27","2014.03.27","M1","M",1.01851832876541,2.43369071851773,0.798001791956751,0.161094181710892,20.6886045045996,12.3404404395718,0.78949068049604,0.427979965569679,0.883821205756563,2.96655337758615,0.84447472815572,0.169076000683014,17.6606752485386,38.0747217637434,0.956377576353539,0.0821586039902059
"M1_2014.03.13","2014.03.13","M1","M",1.78479634715239,1.60208912879956,0.573758387593607,0.2335157020318,13.3625038484438,6.32411022752972,0.898452254917678,0.122986318236345,1.31984213662179,2.97812849773943,0.793584262113959,0.297796039523664,16.1001606666147,7.72011268778342,0.968905930868809,0.0326467846424206
"SM_2014.03.13","2014.03.13","SM","S",1.4829581271137,1.18600710461226,0.598135872594834,0.299515243512685,46.8257591546466,29.6928856878874,0.954063347590697,0.0966904446998021,1.35165497508789,2.28347586615574,0.890913934889828,0.126911517431544,16.8343460452193,45.0119571711345,0.991361091512486,0.0151964135843524
"M2_2014.03.18","2014.03.18","M2","M",0.501662395580891,0.662940388681065,0.392935338819762,0.367669430278988,18.1443135147756,8.88195691677676,0.985946296408931,0.0110907701783522,0.564617382373671,1.19406702026856,0.78631502740419,0.285616736236389,24.0383672803715,10.9108445592964,0.997873399998226,0.00218212115718421
"SM_2014.03.18","2014.03.18","SM","S",0.0901075659399922,0.608778172296877,0.442106197757878,0.291872944898678,13.1940452843697,6.8675300375043,0.986362249657045,0.00366339699416828,0.316206200550002,2.22169275288183,0.895475660799435,0.0618408025403659,16.6370233451103,7.93893627475542,0.994973126478967,0.00710785200574144
"M2_2014.03.07","2014.03.07","M2","M",0.724482647736874,0.864819865606739,0.406671081402012,0.406798958704529,12.9307937459016,2.00574701656968,0.978724677823398,0.0195912668211637,0.394669230070357,1.76133687402821,0.659711519707014,0.333130371082334,13.6374270536492,6.62433831371884,0.992488921021792,0.00484044174297069
"SM_2014.03.07","2014.03.07","SM","S",17.9137806411902,18.850244832089,0.922151651529069,0.128023524599773,26.8677706591093,9.07119109782582,0.996976386432353,0.00477932432852647,24.5297483492607,26.7338142822839,0.943975256706909,0.118755190840491,29.5890165878779,9.06787788628293,0.999442358479108,0.000665519182075681
"M1_2014.03.20","2014.03.20","M1","M",0.612375795097863,0.53210201355003,0.31332872325008,0.311091196845902,7.16110900379492,5.91916555346869,0.750689455250909,0.365694619790604,0.455928368590249,1.65114387907973,0.583707843903624,0.297843625624279,6.5011741956792,7.56900730960785,0.914566056874983,0.0926544762726394
"F2_2014.03.20","2014.03.20","F2","F",0.625332234352205,0.837974453427204,0.513330730493346,0.363234385242046,10.5333215088892,4.22109924566748,0.783359385575658,0.426212825812001,1.41837516342744,1.78807306230548,0.684646492606294,0.379219178402358,26.3806779526913,18.5841007439229,0.887510368333849,0.245578471461994
"SD_2014.03.25","2014.03.25","SD","S",1.55546479934369,0.257224155996122,0.946504616450499,0.0487713758122225,10.781915223669,5.67240434477305,0.951255503373944,0.0491275525147675,1.81132440680693,1.0641393402671,0.970855444993632,0.0511587582563736,16.1917906671494,11.2687520145483,0.982233829420049,0.0280375822470645
"SM_2014.03.26","2014.03.26","SM","S",0.363209972118787,0.745136864584709,0.534371296790164,0.339231121371219,11.9855523537184,4.81120233212192,0.96534174020504,0.0440764359405317,-0.466884495863794,2.04952287289003,0.846082119313489,0.261609949363878,13.8267131513583,10.5432634557587,0.987924137275841,0.0181737085207326
"S1_2014.03.26","2014.03.26","S1","S",1.90791514155714,1.82315396915833,0.888837540709991,0.120881567753253,9.16837049807375,2.94453991639261,0.958565224914447,0.0469636351166961,1.64790539113041,1.18815279335192,0.966407836945807,0.0397370184906167,11.3050997480072,7.19142430158725,0.972398828523359,0.0403285851406975
"M1_2014.04.07","2014.04.07","M1","M",6.13407890266083,9.46549188833315,0.756063205571276,0.425405856386402,28.7523594043487,12.2287448251276,0.994616931587482,0.00565296245802017,6.29539753888878,10.4735523084228,0.947342861013988,0.0960152273409073,33.5181936314912,18.6058917234497,0.998921767625279,0.00142393335345313
"F1_2014.03.25","2014.03.25","F1","F",0.609280512211017,0.470962149184881,0.486111698416948,0.394290996682068,8.58482964180784,1.63388942395142,0.976674055996738,0.04050696299648,-0.135274898024171,1.59053537156516,0.693612445428073,0.170271830862075,9.87168261516415,1.09455860076099,0.982578913260465,0.0308378760263294
"M2_2014.04.01","2014.04.01","M2","M",1.94522590350773,1.14042361646411,0.796092868301375,0.228240819948044,16.2358373166827,7.31987123026373,0.938088415821412,0.0700446948029213,3.25008597904916,2.23631606074419,0.955763533540067,0.065626035206137,26.4221979105483,7.73157503896228,0.995056935729902,0.00608611736561594
"M3_2014.04.02","2014.04.02","M3","M",-0.0233362812224945,0.645408083659129,0.23547655040429,0.238696675052833,17.500193343563,8.77064312657025,0.987877897365597,0.0169702702428804,0.418815707153056,1.49477070990706,0.681359621366302,0.372070248787927,17.1753925995088,5.641501629917,0.996975256830556,0.00277751469878105
"F3_2014.04.02","2014.04.02","F3","F",1.12035543386413,0.792545783350062,0.729085007683875,0.272838158792398,15.5483236446305,1.69824789491446,0.980002271142097,0.0288115069526432,1.2658458145036,0.683240337559254,0.759991597274809,0.285526582898854,19.7726962217472,3.78329191299919,0.990334633804026,0.0126974578889411
