"Site","LUtype","Chamber","SampleDate","GasType","LinearR2","LinearSlope","LinearInt","LinearFlux","QuadR2","QuadSlope","Quad2der","QuadFlux","FluxID"
"M2","M","E","2013.07.23","CH4",0.381577607692165,-1.36478933829224e-06,0.000618563055215928,-0.00103436665638991,0.859603763486383,3.75882310884301e-06,-1.70787081571175e-07,0.0028487922509126,"M2_2013.07.23_E"
"S3","S","A","2013.07.23","N2O",0.407368049375269,-0.00120486723597668,0.222231957701013,-0.913162536740221,0.513163625005598,-0.00326433845534753,6.86490406456951e-05,-2.47402493457918,"S3_2013.07.23_A"
"S3","S","A","2013.07.23","CO2",0.396766355333025,0.00101331337456984,0.108309821946034,0.767984873358195,0.548185880225952,-0.00108632043119261,6.9987793525415e-05,-0.823316537324924,"S3_2013.07.23_A"
"S3","S","A","2013.07.23","CH4",0.335053975013567,-6.03763107687265e-07,0.000597299875146032,-0.000457588881615611,0.409706337202728,-1.55965157845713e-06,3.18629490256623e-08,-0.00118205172262014,"S3_2013.07.23_A"
"S3","S","B","2013.07.23","N2O",0.332458379663509,-0.000876949878680939,0.244927290587534,-0.664635697526607,0.588804288257089,-0.00345977847872604,8.60942866681699e-05,-2.62214789966605,"S3_2013.07.23_B"
"S3","S","B","2013.07.23","CO2",0.81680577631391,0.000906961135869941,0.133003917003964,0.687381071396166,0.993054221063287,-0.000506123535260055,4.71028223709999e-05,-0.383588363565515,"S3_2013.07.23_B"
"S3","S","B","2013.07.23","CH4",0.621219805071945,-1.02597858465802e-06,0.000608711919017824,-0.000777583769425024,0.6500312696677,-1.76707477093162e-06,2.470320620912e-08,-0.00133925666849554,"S3_2013.07.23_B"
"S3","S","C","2013.07.23","N2O",0.0232263267207027,0.000292707257690079,0.222748123911571,0.221841290038796,0.647567783116953,-0.00479744265618062,0.00016967166379569,-3.6359565394211,"S3_2013.07.23_C"
"S3","S","C","2013.07.23","CO2",0.783444626049913,0.00205774660102598,0.108638174051785,1.55955531867232,0.893649602552193,-0.00053085135797872,8.628659863349e-05,-0.402329450257556,"S3_2013.07.23_C"
"S3","S","C","2013.07.23","CH4",0.465297326280384,-3.1821079184625e-07,0.000596077275787886,-0.000241170284346632,0.524855384044301,-7.00063742061816e-07,1.27284316738522e-08,-0.00053057462556264,"S3_2013.07.23_C"
"S3","S","D","2013.07.23","N2O",0.0163302531489658,-0.00022883901347344,0.240336660657101,-0.17343588389566,0.976000271822616,-0.00611281420627519,0.000196132506426725,-4.63286971422962,"S3_2013.07.23_D"
"S3","S","D","2013.07.23","CO2",0.866834420737037,0.00117806894051564,0.113703350093265,0.892852249653959,0.873094799639888,0.000842270091808942,1.119329495689e-05,0.638352069581514,"S3_2013.07.23_D"
"S3","S","D","2013.07.23","CH4",0.217307157290345,1.64648962875823e-06,0.000594563262336154,0.00124786582390097,0.89795029982033,-8.12718736343591e-06,3.25789233073138e-07,-0.00615955252807774,"S3_2013.07.23_D"
"S3","S","E","2013.07.23","N2O",0.774769557420899,-0.000284184389404271,0.232576056403622,-0.215381853022184,0.850311169787406,1.345015151355e-05,-9.92115136392737e-06,0.0101937990418484,"S3_2013.07.23_E"
"S3","S","E","2013.07.23","CO2",0.93467289622303,0.00255012408625355,0.107026200494856,1.93272562326585,0.999136135003074,0.00479640367450843,-7.48759862751626e-05,3.63516910068007,"S3_2013.07.23_E"
"S3","S","E","2013.07.23","CH4",0.057952401554369,-1.0919654541251e-06,0.000623326168331775,-0.000827594870494813,0.533426892431432,9.39894191495409e-06,-3.4969691230264e-07,0.00712340860922836,"S3_2013.07.23_E"
"F3","F","A","2013.07.23","N2O",0.541309446789258,-0.000916847555843779,0.222339558913121,-0.694873937060548,0.984886651567774,0.00186693429800212,-9.279272846153e-05,1.41493967848582,"F3_2013.07.23_A"
"F3","F","A","2013.07.23","CO2",0.965860581581622,0.00966207533867627,0.102619629791964,7.32283604615465,0.989819631921469,0.00455791557452394,0.000170138658805078,3.45442022490236,"F3_2013.07.23_A"
"F3","F","A","2013.07.23","CH4",0.88359472983221,-2.35392246284175e-06,0.000617154553763598,-0.00178402544552217,0.930034427416991,-5.43889235010996e-07,-6.03344409276919e-08,-0.000412210788639913,"F3_2013.07.23_A"
"F3","F","B","2013.07.23","N2O",0.597908830963575,-0.00148782646306489,0.226044875900368,-1.12761584569129,0.94033844661738,0.00228873637625853,-0.000125885427977447,1.73462125358541,"F3_2013.07.23_B"
"F3","F","B","2013.07.23","CO2",0.946609087777146,0.00287333011593803,0.121484008480537,2.17768177207935,0.996055527860088,0.00507597236998351,-7.34214084681825e-05,3.84705274356645,"F3_2013.07.23_B"
"F3","F","B","2013.07.23","CH4",0.00119863808312139,-1.52406221357935e-07,0.000634597529537697,-0.000115507873029172,0.0387549321691837,2.70897871479652e-06,-9.53794978718151e-08,0.00205312071016157,"F3_2013.07.23_B"
"F3","F","C","2013.07.23","N2O",0.63669941583715,0.00194337377294032,0.178063258168446,1.47287275422845,0.780541833400961,0.00504156956464162,-0.00010327319305671,3.82097903846523,"F3_2013.07.23_C"
"F3","F","C","2013.07.23","CO2",0.948266038913915,0.0037174140836577,0.0914480778412666,2.81740856866689,0.955912077935209,0.00259779483143369,3.73206417408003e-05,1.96885503013922,"F3_2013.07.23_C"
"F3","F","C","2013.07.23","CH4",0.624101920728334,-1.49073382011771e-06,0.000571950198591373,-0.00112981931629974,0.993142888607083,-5.33564132212348e-06,1.28163583400192e-07,-0.00404385447571464,"F3_2013.07.23_C"
"F3","F","D","2013.07.23","N2O",0.642521484286657,0.00168459818461303,0.211242251725756,1.27674809781198,0.788485312181904,0.00437769139310541,-8.97697736164126e-05,3.31782926635357,"F3_2013.07.23_D"
"F3","F","D","2013.07.23","CO2",0.992150603112862,0.0047023544982954,0.120125861648491,3.56388972502388,0.99394766456924,0.00537360448786635,-2.23749996523651e-05,4.07262655922503,"F3_2013.07.23_D"
"F3","F","D","2013.07.23","CH4",0.150597557590331,1.91931351292537e-06,0.000647778155494699,0.00145463760979607,0.155366349523896,7.73754662278824e-07,3.81852950215516e-08,0.000586424586148162,"F3_2013.07.23_D"
"F3","F","E","2013.07.23","N2O",0.559426635398907,-0.000385926129565882,0.22841849471796,-0.292491382407827,0.992569136024111,0.000753075314939612,-3.79667148168498e-05,0.570751817638443,"F3_2013.07.23_E"
"F3","F","E","2013.07.23","CO2",0.992235875368919,0.00438432931546127,0.119206290308208,3.32286011277065,0.999872323172688,0.00567441233737554,-4.30027673971425e-05,4.30060724516883,"F3_2013.07.23_E"
"F3","F","E","2013.07.23","CH4",0.449885548039108,-3.70933295674274e-06,0.00072652192812752,-0.00281128392511029,0.994909228726053,9.98461725131534e-06,-4.5646500693527e-07,0.00756728886415479,"F3_2013.07.23_E"
"M3","M","A","2013.07.24","N2O",0.445572869766577,0.00090731259694905,0.215910120150029,0.687647441898227,0.733656537115385,0.00335430798368932,-8.15665128913424e-05,2.54221236658559,"M3_2013.07.24_A"
"M3","M","A","2013.07.24","CO2",0.868427777859633,0.00137625082036842,0.111903846106719,1.04305325333186,0.898404021775676,0.000518629427321672,2.85873797682249e-05,0.39306651333853,"M3_2013.07.24_A"
"M3","M","A","2013.07.24","CH4",0.0582051010497725,1.20082704080935e-06,0.000611485377287811,0.000910100494087086,0.537560031168077,-1.03577612745961e-05,3.85286277180183e-07,-0.00785009275548338,"M3_2013.07.24_A"
"M3","M","B","2013.07.24","N2O",0.10677593462177,-0.000462365604504081,0.262352827477098,-0.350424458150462,0.859410590106321,0.00365497879643392,-0.0001372448133646,2.77008919308676,"M3_2013.07.24_B"
"M3","M","B","2013.07.24","CO2",0.384476790141262,0.00118451312585971,0.136696806094478,0.897736263809464,0.974252820218757,0.00610518758320808,-0.000164022481911612,4.62708953674718,"M3_2013.07.24_B"
"M3","M","B","2013.07.24","CH4",0.653265241862039,-3.12114542991954e-06,0.00071268310826949,-0.00236549969425481,0.867972360129397,-9.12276844350428e-06,2.00054100452825e-07,-0.00691409818876114,"M3_2013.07.24_B"
"M3","M","C","2013.07.24","N2O",0.0599019432579856,-0.00056858185051569,0.245520695291932,-0.430925191969786,0.130711395445648,-0.00264203590066786,6.91151350050724e-05,-2.00238510366406,"M3_2013.07.24_C"
"M3","M","C","2013.07.24","CO2",0.958432997757908,0.0022889259551136,0.130290057294769,1.73476493440189,0.999281016878272,0.00387386522730315,-5.28313090729849e-05,2.9359820670087,"M3_2013.07.24_C"
"M3","M","C","2013.07.24","CH4",0.000936943712334987,-9.78079486516942e-08,0.000679986112010465,-7.4128129504442e-05,0.638703981708592,-8.65684085249578e-06,2.85301096794803e-07,-0.00656097411978627,"M3_2013.07.24_C"
"M3","M","D","2013.07.24","N2O",0.402108461250343,-0.0008778554334363,0.229491843442702,-0.665322012709617,0.420729554171808,-0.000244233444314548,-2.11207329707251e-05,-0.185103242006815,"M3_2013.07.24_D"
"M3","M","D","2013.07.24","CO2",0.233554463177471,0.000519904356076769,0.132852664092561,0.394032775131867,0.568817734518913,-0.00156938514137711,6.96429832484626e-05,-1.18942873872791,"M3_2013.07.24_D"
"M3","M","D","2013.07.24","CH4",0.00805187042100082,3.13521369650646e-07,0.000638268677199419,0.000237616195945753,0.00937991583592633,7.40593748181162e-07,-1.42357459510172e-08,0.00056129210388467,"M3_2013.07.24_D"
"M3","M","E","2013.07.24","N2O",0.160023632172483,0.000336440225581531,0.217523072973114,0.254986276230213,0.665472606544572,0.00234197766908141,-6.68512481166626e-05,1.77497254919854,"M3_2013.07.24_E"
"M3","M","E","2013.07.24","CO2",0.944803281802768,0.00126883227761879,0.110636103313673,0.961641305142662,0.964841932899834,0.00188862150652851,-2.06596409636574e-05,1.43137629968477,"M3_2013.07.24_E"
"M3","M","E","2013.07.24","CH4",0.0462166664077044,-7.23845811768204e-07,0.000631520933618637,-0.000548598931024323,0.673701213005135,8.22206442321518e-06,-2.98197007832779e-07,0.0062314593523315,"M3_2013.07.24_E"
"S2","S","A","2013.07.24","N2O",0.822995907824612,0.000784902901194411,0.202623501171751,0.594873777747343,0.998955241285818,0.00200220819807574,-4.05768432293777e-05,1.51746305538372,"S2_2013.07.24_A"
"S2","S","A","2013.07.24","CO2",0.941867177384902,0.00438986946041534,0.145645183318827,3.32705895947268,0.989929079330554,0.00771595575295018,-0.000110869543084495,5.84788225486751,"S2_2013.07.24_A"
"S2","S","A","2013.07.24","CH4",0.296810845885527,2.62842114065019e-06,0.000631003422383476,0.0019920665487033,0.335745253100604,5.82141521778137e-06,-1.06433135904373e-07,0.00441201995452904,"S2_2013.07.24_A"
"S2","S","B","2013.07.24","N2O",0.24537996872976,0.000915782197308049,0.215747120294063,0.694066507433468,0.76052164618191,-0.00353475308567748,0.000148351176099517,-2.67897075967135,"S2_2013.07.24_B"
"S2","S","B","2013.07.24","CO2",0.015197055357066,0.000464213150000799,0.193626779309948,0.3518247031585,0.0481603503634146,0.00275734637000634,-7.64377740001849e-05,2.08977830147849,"S2_2013.07.24_B"
"S2","S","B","2013.07.24","CH4",0.0046955282763499,4.22382956334907e-07,0.000664194482766683,0.000320121819538035,0.328215855849279,-1.13371805960262e-05,3.91985451745369e-07,-0.00859238950435668,"S2_2013.07.24_B"
"S2","S","C","2013.07.24","N2O",0.093380272312576,0.000562615842715661,0.214138428905121,0.426403586058185,0.952839333959231,-0.00516235458862933,0.0001908323477115,-3.91252137243486,"S2_2013.07.24_C"
"S2","S","C","2013.07.24","CO2",0.230751346811512,-0.00251803065240875,0.213731710362514,-1.90840217866768,0.243603822640792,-0.00451126585842565,6.64411735338968e-05,-3.41906465059628,"S2_2013.07.24_C"
"S2","S","C","2013.07.24","CH4",0.0398493725431476,-1.32643656390656e-06,0.00057862592604558,-0.00100529929053971,0.27850898659053,-1.22142700259729e-05,3.62927782068878e-07,-0.00925713096705313,"S2_2013.07.24_C"
"S2","S","D","2013.07.24","N2O",0.0470056477043137,-0.00175475204419041,0.314439804326431,-1.32991733875484,0.25522045213198,0.0106324379903025,-0.000412906334483098,8.05826879265033,"S2_2013.07.24_D"
"S2","S","D","2013.07.24","CO2",0.442748226569188,-0.0122583281129183,0.50452154903001,-9.29052235926439,0.452648260128369,-0.00611013611713455,-0.000204939733192791,-4.63084000456514,"S2_2013.07.24_D"
"S2","S","D","2013.07.24","CH4",0.153797143228689,-7.39974074533883e-06,0.000849451781398658,-0.00560822456488838,0.153941327743529,-6.63980313060075e-06,-2.53312538246026e-08,-0.00503227184635004,"S2_2013.07.24_D"
"S2","S","E","2013.07.24","N2O",0.00086548034971677,-3.27597749734898e-05,0.191740863729334,-0.0248284610325396,0.0350686985682327,-0.000723511615573313,2.30250613533274e-05,-0.548345645487142,"S2_2013.07.24_E"
"S2","S","E","2013.07.24","CO2",0.620930911409716,0.00271063761652324,0.0632508262721073,2.05437798304919,0.927155758138625,0.00909542287085993,-0.000212826175144556,6.89337312317805,"S2_2013.07.24_E"
"S2","S","E","2013.07.24","CH4",0.860201366200222,8.13614750941673e-06,0.000466967433980365,0.00616634337555795,0.913108018904703,1.49039886138946e-05,-2.25594703482594e-07,0.0112956545284254,"S2_2013.07.24_E"
"M1","M","C1","2013.07.19","N2O",0.864971910362293,0.00133541344985219,0.211456677976532,1.01210282515113,0.948728313266894,0.00272921201736351,-4.64599522503775e-05,2.06845542368603,"M1_2013.07.19_C1"
"M1","M","C1","2013.07.19","CO2",0.977695122291754,0.00256095447839068,0.149208697441995,1.94093392046451,0.981994767659133,0.00313058429537473,-1.8987660566135e-05,2.37265336070506,"M1_2013.07.19_C1"
"M1","M","C1","2013.07.19","CH4",0.296762210308537,2.7953164440363e-06,0.000532123129895267,0.0021185556207433,0.297567329861692,2.3069642659302e-06,1.62784059368698e-08,0.00174843607523131,"M1_2013.07.19_C1"
"M1","M","C2","2013.07.19","N2O",0.793889579089759,-0.00129062486644243,0.252295088796377,-0.978157793514263,0.858835397625348,-0.00252877080204891,4.12715311868826e-05,-1.91654208155286,"M1_2013.07.19_C2"
"M1","M","C2","2013.07.19","CO2",0.527934917174782,0.00064589664290395,0.174150761888208,0.489521666200889,0.746052578649469,0.00203839442294148,-4.64165926679176e-05,1.54488840475565,"M1_2013.07.19_C2"
"M1","M","C2","2013.07.19","CH4",0.270239558686284,-1.30863696448871e-06,0.000699855171900603,-0.000991809067823024,0.901024186796414,5.39733191732351e-06,-2.23532296060407e-07,0.0040906094531294,"M1_2013.07.19_C2"
"F2","F","A1","2013.07.19","N2O",0.258849415455464,-0.00030621938071182,0.260272952678276,-0.232082056960537,0.287354395579626,3.46168172140782e-05,-1.13612065975299e-05,0.0262359035727751,"F2_2013.07.19_A1"
"F2","F","A1","2013.07.19","CO2",0.173607332760715,0.0008396094152085,0.308329445547466,0.6363355567896,0.264703347693188,-0.00120033915425865,6.7998285648905e-05,-0.909730727438135,"F2_2013.07.19_A1"
"F2","F","A1","2013.07.19","CH4",0.458079699751681,-5.01718379595662e-06,0.000668720902201371,-0.00380249719272502,0.617904926886999,4.92286266443067e-06,-3.3133488201291e-07,0.00373101170356851,"F2_2013.07.19_A1"
"F2","F","A2","2013.07.19","N2O",0.00370687113331362,-6.19739464580094e-05,0.2549819936491,-0.0469697278418597,0.209671415629151,0.00148747725295817,-5.16483733138726e-05,1.12735118118935,"F2_2013.07.19_A2"
"F2","F","A2","2013.07.19","CO2",0.940113927846065,0.00705314712276751,0.18906529514515,5.34554308251853,0.944989254474693,0.00875675962802903,-5.67870835087175e-05,6.63670203387464,"F2_2013.07.19_A2"
"F2","F","A2","2013.07.19","CH4",0.0250259753651818,-1.15850028817872e-06,0.000646679045840165,-0.000878021271040717,0.532975948850706,-1.86645183419404e-05,5.8353393512539e-07,-0.0141457402170496,"F2_2013.07.19_A2"
"F2","F","B1","2013.07.19","N2O",0.820188838815501,0.00124148867328777,0.213478726659775,0.940917731333887,0.862953567674613,0.00219232322905414,-3.16944851922124e-05,1.66155023675682,"F2_2013.07.19_B1"
"F2","F","B1","2013.07.19","CO2",0.972691573373429,0.00578382536712537,0.231079150878429,4.38353080455818,0.992015288725348,0.0030495064197335,9.11439649130624e-05,2.31120486548223,"F2_2013.07.19_B1"
"F2","F","B1","2013.07.19","CH4",0.431682481579745,2.64876999259463e-06,0.000709671173074564,0.00200748883649277,0.56126757776024,-2.21884056461789e-06,1.62253685240417e-07,-0.00168164758581566,"F2_2013.07.19_B1"
"F2","F","B2","2013.07.19","N2O",0.0216492657442652,5.57396381445601e-05,0.229335197672793,0.0422447783832456,0.224635697156832,-0.000516729824256391,1.9082315413365e-05,-0.391626814173265,"F2_2013.07.19_B2"
"F2","F","B2","2013.07.19","CO2",0.996207726443517,0.00396673975084412,0.267688945811656,3.00637117958712,0.99687475797724,0.00362246260060787,1.14759050078751e-05,2.74544533940807,"F2_2013.07.19_B2"
"F2","F","B2","2013.07.19","CH4",0.560623560299993,-5.48308933406361e-06,0.00067702460557912,-0.0041556045479219,0.962695928512844,-2.10577296007292e-05,5.19154675555519e-07,-0.0159595424342369,"F2_2013.07.19_B2"
"F2","F","C1","2013.07.19","N2O",0.620174284406087,0.00063918066287342,0.215519232176841,0.484431660283013,0.637652520561077,0.000999088922416218,-1.19969419847599e-05,0.757204235936502,"F2_2013.07.19_C1"
"F2","F","C1","2013.07.19","CO2",0.961209045649862,0.00697203399619713,0.184661185653505,5.28406787080204,0.964200042478709,0.00827650613874701,-4.34824047516627e-05,6.27272044199773,"F2_2013.07.19_C1"
"F2","F","C1","2013.07.19","CH4",0.000956989254204279,2.05295585649933e-07,0.000604970424393099,0.000155592443861002,0.988218232812445,-2.19113055631633e-05,7.37220038293776e-07,-0.0166064631636606,"F2_2013.07.19_C1"
"F2","F","C2","2013.07.19","N2O",0.0379573810328404,-0.000405517146678009,0.242535525222793,-0.307339311166491,0.547924810814172,0.00457998128273196,-0.000166183280980332,3.47114370901791,"F2_2013.07.19_C2"
"F2","F","C2","2013.07.19","CO2",0.866237952851411,0.00486571174199121,0.183487533803168,3.68769732024597,0.972440399054978,0.0105801203851146,-0.000190480288104112,8.0186175550342,"F2_2013.07.19_C2"
"F2","F","C2","2013.07.19","CH4",0.920639387573321,-6.07910396812133e-06,0.00069685758284174,-0.00460732090215511,0.980024836990913,-9.00519310916256e-07,-1.72619488573502e-07,-0.00068249884616811,"F2_2013.07.19_C2"
"F1","F","E","2013.06.11","N2O",0.265092642157684,0.000973905598044787,0.196513205009943,0.738117926939207,0.981011772094551,0.00634207571537892,-0.000178939003911138,4.80662580533981,"F1_2013.06.11_E"
"F1","F","E","2013.06.11","CO2",0.28635689850977,0.00576229949029488,0.140708723497512,4.36721645580243,0.427119834661801,-0.00778842206639052,0.00045169071855618,-5.90280409242229,"F1_2013.06.11_E"
"F1","F","E","2013.06.11","CH4",0.797104493005184,-3.30284368677979e-06,0.000535471830545137,-0.00250320784682258,0.957250891394997,-8.26836946767266e-06,1.65517526029762e-07,-0.00626655370181507,"F1_2013.06.11_E"
"F1","F","C","2013.06.11","N2O",0.354600129647594,0.00082268260625741,0.189513143168785,0.623506817374037,0.363361496508607,0.000388947011423884,1.44578531611175e-05,0.294780892868628,"F1_2013.06.11_C"
"F1","F","C","2013.06.11","CO2",0.990113050971208,0.00854062763048307,0.188630337823173,6.47289673047138,0.99250818318122,0.00994955433720918,-4.69642235575372e-05,7.54071486609538,"F1_2013.06.11_C"
"F1","F","C","2013.06.11","CH4",0.249920243057491,-2.2029293407698e-06,0.000554059403840469,-0.00166958855300448,0.955705117704739,1.02139449622024e-05,-4.13895810099075e-07,0.00774109512924816,"F1_2013.06.11_C"
"F1","F","A","2013.06.11","N2O",0.046844483954345,0.000354248163837119,0.197488135987645,0.268482818908132,0.426553644166336,-0.00302858186196783,0.000112761000860165,-2.29534625328088,"F1_2013.06.11_A"
"F1","F","A","2013.06.11","CO2",0.960641729078892,0.00721530864342421,0.163104652081195,5.46844444554256,0.983848822131115,0.00345381075493074,0.000125383262949782,2.61762499321067,"F1_2013.06.11_A"
"F1","F","A","2013.06.11","CH4",0.299118844377934,-2.71898460987731e-06,0.000543342862877392,-0.0020607041253807,0.977228405171604,-1.64502656899799e-05,4.57709369336752e-07,-0.01246756978609,"F1_2013.06.11_A"
"F1","F","D","2013.06.11","N2O",0.99370335178127,0.00095872997912388,0.169459588144484,0.72661640523073,0.99531506479129,0.00108823542977988,-4.31684835519993e-06,0.824767904675276,"F1_2013.06.11_D"
"F1","F","D","2013.06.11","CO2",0.986377816001196,0.00854196785079837,0.10524763047456,6.47391247639455,0.986384773577955,0.00846587540408854,2.53641489032768e-06,6.41624241151974,"F1_2013.06.11_D"
"F1","F","D","2013.06.11","CH4",0.93380017186484,2.18187756767852e-06,0.000568989843531337,0.0016536335249774,0.952671348982261,3.22222681928282e-06,-3.467830838681e-08,0.00244210874724593,"F1_2013.06.11_D"
"F1","F","B","2013.06.11","N2O",0.0504628928344255,-0.000368070281611031,0.205182174780537,-0.278958529220992,0.0809223555844514,0.000591069849375544,-3.19713376995525e-05,0.447968727947781,"F1_2013.06.11_B"
"F1","F","B","2013.06.11","CO2",0.861215859535333,0.00532985531591243,0.170253202229839,4.03946929205995,0.952074790248539,0.0111364228610118,-0.000193552251503313,8.44023627360895,"F1_2013.06.11_B"
"F1","F","B","2013.06.11","CH4",0.0812821117269173,-5.83085157016864e-07,0.000537945821863462,-0.000441917171633834,0.757540034753806,5.05805566727093e-06,-1.8803802747626e-07,0.00383347376887902,"F1_2013.06.11_B"
"S1","S","C2","2013.07.19","N2O",0.859219191966912,0.00223922210181225,0.199726450457584,1.69709464558402,0.900571284236139,0.000591552259126418,5.49223280895277e-05,0.448334343758969,"S1_2013.07.19_C2"
